language;length;size_min_word;size_max_word;size_average_word;number_0;number_1;variance;ecart_type;is_code
['11011', '010', '0', '00', '10'];5;1;5;2.6;7;6;9.2;3.03315017762062;0
['0001100', '011010', '001101', '01', '0111', '0111100', '000', '011', '1', '1'];10;1;7;4.0;20;20;50.0;7.0710678118654755;0
['000', '011000', '1', '110', '100010', '0010', '0111010'];7;1;7;4.29;18;12;27.43;5.237229365663817;0
['1', '101', '010011', '100', '001'];5;1;6;3.2;8;8;12.8;3.5777087639996634;0
['1', '0100', '00', '111', '10111', '0111011', '10'];7;1;7;3.43;9;15;25.71;5.0709255283711;0
['110110', '00101', '110', '1'];4;1;6;3.75;6;9;14.75;3.840572873934304;0
['01', '00111', '01', '111000', '111', '0001110', '1011000', '1', '110101'];9;1;7;4.33;17;22;44.0;6.6332495807108;0
['1', '1110110', '1', '0100110', '1110', '10', '01', '101100', '10', '10'];10;1;7;3.4;14;20;52.4;7.238784428341543;0
['111100', '10111', '111010', '0110', '111', '10', '00110', '11', '0010001', '0101'];10;2;7;4.4;18;26;26.4;5.138093031466052;0
['01010', '0010111', '0111', '010', '1100', '0010011', '101', '10', '0011', '111000'];10;2;7;4.5;22;23;26.5;5.1478150704935;0
['01', '1', '0100011', '000101', '101100', '111', '00'];7;1;7;3.86;14;13;34.86;5.903993805649092;0
['010010', '10001', '01001', '00', '1111', '010', '10011', '10'];8;2;6;4.0;17;15;16.0;4.0;0
['0', '0000000', '101010'];3;1;7;4.67;11;3;20.67;4.546060565661952;0
['10000', '100', '0111001', '0101', '1', '1111010', '010', '00100', '1011', '100111'];10;1;7;4.5;22;23;32.5;5.70087712549569;0
['001', '0000', '0', '00', '1110011', '0000000', '011000'];7;1;7;4.29;22;8;35.43;5.9521904731427595;0
['1', '10', '111110', '0101010', '0', '0110111', '0011100', '10110', '0', '1'];10;1;7;3.8;16;22;71.6;8.461678320522472;0
['101101', '0111', '001', '100', '1001', '1010', '0010010', '0000', '110111'];9;3;7;4.56;21;20;16.22;4.0276819911981905;0
['11', '100', '1000111', '0111', '000', '100', '0', '01', '0'];9;1;7;2.89;14;12;26.89;5.1854497287013475;0
['100', '1', '0011111', '011000', '0000', '101', '1110', '010001', '100010', '000110'];10;1;7;4.6;26;20;32.4;5.692099788303083;0
['101110', '01', '11', '011101', '0110000', '000101', '10', '1'];8;1;7;4.0;15;17;42.0;6.48074069840786;0
['1010100', '111011', '111111', '1111', '011000', '0100', '100111'];7;4;7;5.57;14;25;7.71;2.7774602993176543;0
['0101', '111', '001111', '000111', '1110', '01101', '010', '0', '010', '10'];10;1;6;3.7;16;21;24.1;4.909175083453431;0
['0', '11101', '0001', '111', '1'];5;1;5;2.8;5;9;12.8;3.5777087639996634;0
['01', '101011', '1', '10101', '0000001', '0', '11', '01', '0100'];9;1;7;3.33;16;14;40.0;6.324555320336759;0
['1', '1000', '1', '1001', '1', '1000', '0101010', '01', '0', '10100'];10;1;7;3.0;17;13;40.0;6.324555320336759;0
['010110', '0', '1010', '010010', '1111011', '01', '1', '10010', '10111'];9;1;7;4.11;16;21;40.89;6.394442031083626;0
['0', '0010', '0100', '0000101', '001000', '111100', '010'];7;1;7;4.43;21;10;25.71;5.0709255283711;0
['0', '1', '1', '11', '1'];5;1;2;1.2;1;5;0.8;0.8944271909999159;0
['101001', '01', '101', '1011110', '1101', '1110011', '011', '1'];8;1;7;4.12;11;22;36.88;6.072478900745559;0
['100', '0110100', '1101', '11', '1', '1110111', '100000', '1010'];8;1;7;4.25;15;19;35.5;5.958187643906492;0
['1', '11110', '11', '1000000', '111001', '0010111', '1100100', '100101'];8;1;7;5.12;19;22;38.88;6.234981956669963;0
['10', '000', '011', '1', '10111', '0011001', '00', '0001', '10110'];9;1;7;3.56;17;15;28.22;5.312459150169743;0
['0', '010101', '0011', '1101000', '01'];5;1;7;4.0;11;9;26.0;5.0990195135927845;0
['10000', '0000', '100101', '00', '001000', '001'];6;2;6;4.33;20;6;13.33;3.651483716701107;0
['1101010', '100111', '01', '0001110', '0001', '1001100', '00'];7;2;7;5.0;19;16;32.0;5.656854249492381;0
['0010', '1100001', '000', '00', '0111110', '00', '1', '111', '110', '10010'];10;1;7;3.7;20;17;38.1;6.172519744804386;0
['110', '0', '0', '0100000', '1000', '00111', '100', '1001001', '000', '100101'];10;1;7;4.0;26;14;44.0;6.6332495807108;0
['11000', '101', '1100', '101001', '101', '01', '0010110', '010'];8;2;7;4.12;17;16;20.88;4.568916720624267;0
['10100', '01', '0', '111010', '1111110', '1101', '0011', '1'];8;1;7;3.75;11;19;35.5;5.958187643906492;0
['011111', '110', '1010101', '0', '001010', '10101', '010110', '01'];8;1;7;4.5;16;20;34.0;5.830951894845301;0
['1', '0', '0', '0100', '01000', '11'];6;1;5;2.33;9;5;15.33;3.9157800414902435;0
['010101', '0011', '111', '0010000', '11110', '101000', '1', '0', '0', '1'];10;1;7;3.5;18;17;52.5;7.245688373094719;0
['100110', '10', '00110', '010', '011100', '101', '1011010', '0101', '10100'];9;2;7;4.56;21;20;22.22;4.714045207910317;0
['0', '100110', '1', '1100', '10', '0110', '0', '10101', '0000010', '01011'];10;1;7;3.6;20;16;44.4;6.663332499583072;0
['0010', '0011100', '1111010', '11101', '101', '1010011', '0110', '11', '01'];9;2;7;4.56;17;24;34.22;5.849976258261415;0
['1', '110', '110', '0111', '001101', '11', '11101'];7;1;6;3.43;7;17;17.71;4.20883424647321;0
['0101', '111101', '000', '111', '0', '010', '0100', '0'];8;1;6;3.12;13;12;18.88;4.344536799245692;0
['1', '0101', '01'];3;1;4;2.33;3;4;4.67;2.160246899469287;0
['0001', '00110', '1', '0', '11', '100000', '1001010', '0', '1011', '01100'];10;1;7;3.6;21;15;44.4;6.663332499583072;0
['00', '1', '1001', '00000', '1', '11'];6;1;5;2.5;9;6;13.5;3.6742346141747673;0
['01100', '1', '110', '0', '1101010', '101010', '1110100', '00', '00', '11011'];10;1;7;3.9;19;20;50.9;7.134423592694787;0
['1', '010', '0', '001010', '001011', '1010', '000110'];7;1;6;3.86;16;11;30.86;5.5549205986353085;0
['001101', '0', '111001', '0000', '0110010', '1110111', '11', '00', '0001'];9;1;7;4.33;20;19;42.0;6.48074069840786;0
['00101', '0', '1', '111011', '1010', '1111111'];6;1;7;4.0;7;17;32.0;5.656854249492381;0
['11101', '0', '10', '0001010', '1', '0010001', '000', '100'];8;1;7;3.62;18;11;41.88;6.471089552772392;0
['00000', '0', '10101', '0011110', '011', '11110'];6;1;7;4.33;13;13;21.33;4.618802153517007;0
['01101', '001111', '010', '0', '1111', '0', '0010', '1001', '00010', '0'];10;1;6;3.4;18;16;30.4;5.513619500836088;0
['111', '110', '00', '00', '0'];5;1;3;2.2;6;5;2.8;1.6733200530681511;0
['1', '011', '000', '1011'];4;1;4;2.75;5;6;4.75;2.179449471770337;0
['0110001', '111', '111000', '00111', '00010', '110', '001', '001001', '11', '1'];10;1;7;4.1;20;21;34.9;5.9076221950967716;0
['010101', '0110', '10', '010010', '111001', '0011100', '1000', '0101101', '011010', '11110'];10;2;7;5.3;26;27;22.1;4.701063709417263;0
['1101', '110011', '1', '00', '1', '0110110', '10100', '1', '100'];9;1;7;3.33;13;17;42.0;6.48074069840786;0
['1', '011', '100100', '0010101', '110', '1000', '0'];7;1;7;3.57;14;11;31.71;5.631543812693436;0
['10', '0011', '010000', '0011100', '001', '11001', '1', '1101010'];8;1;7;4.38;19;16;35.88;5.989574275355469;0
['011110', '000', '1110110', '1101100', '01100', '10001', '0', '100011', '001010'];9;1;7;5.11;24;22;30.89;5.557777333511022;0
['010010', '111101', '1', '11111'];4;1;6;4.5;5;13;17.0;4.123105625617661;0
['001110', '011000', '00111', '1101010', '11', '011', '1011'];7;2;7;4.71;14;19;19.43;4.407785320154718;0
['011010', '110', '000', '1110001', '1110', '00110', '001', '0'];8;1;7;4.0;17;15;26.0;5.0990195135927845;0
['10101', '00', '0', '001010', '000', '0001'];6;1;6;3.5;15;6;17.5;4.183300132670378;0
['100110', '11101', '10', '1100011', '0000', '011110', '1011001', '010000', '100100', '01001'];10;2;7;5.4;29;25;20.4;4.516635916254486;0
['000', '01', '0010100', '1111001', '010', '0100001', '1', '00001', '1', '100111'];10;1;7;4.2;24;18;55.6;7.4565407529229;0
['0100', '10011', '10', '0110100'];4;2;7;4.5;10;8;13.0;3.605551275463989;0
['1', '1', '1111001', '01010', '01', '001', '0', '1', '0110', '01001'];10;1;7;3.0;14;16;42.0;6.48074069840786;0
['10', '0', '001', '110101', '111', '0', '00', '1'];8;1;6;2.38;9;10;19.88;4.458138625031752;0
['010010', '111', '01011', '0', '011', '10101', '011', '1000100', '1100', '000110'];10;1;7;4.3;22;21;30.1;5.486346689738081;0
['01000', '01', '101011', '11111', '001', '10100', '0', '11010'];8;1;6;4.0;15;17;22.0;4.69041575982343;0
['111', '1010', '10', '0111110', '010110', '0111', '1101101', '1010'];8;2;7;4.62;13;24;23.88;4.886205071423016;0
['1111111', '100', '0010101', '100', '100011', '001011', '011'];7;3;7;5.0;15;20;22.0;4.69041575982343;0
['1', '0', '0', '001', '010', '1010', '1', '10111'];8;1;5;2.38;9;10;17.88;4.227883631321941;0
['001001', '0100', '0', '100', '1100'];5;1;6;3.6;12;6;13.2;3.63318042491699;0
['0', '110000', '00', '10110', '0100'];5;1;6;3.6;12;6;17.2;4.147288270665544;0
['1', '0', '11', '0010111', '111', '110001', '111', '0100100'];8;1;7;3.75;12;18;45.5;6.745368781616021;0
['010110', '1', '0100', '11', '01111', '01', '0110011', '000101', '1100001'];9;1;7;4.44;19;21;42.22;6.497862896539309;0
['0010', '0000000', '1101', '11', '0', '001'];6;1;7;3.5;14;7;21.5;4.636809247747852;0
['01010', '0011100', '11', '011000', '10100', '11', '0', '110000'];8;1;7;4.25;19;15;35.5;5.958187643906492;0
['1', '1', '0', '0011011', '00', '0101011'];6;1;7;3.17;9;10;44.83;6.695769808866889;0
['0', '1011', '10000', '10010', '011', '11010', '100111', '11111', '10110', '110100'];10;1;6;4.5;19;26;20.5;4.527692569068709;0
['0101', '01101', '010011', '10011', '0011100', '011', '0001111', '0101011', '00011'];9;3;7;5.44;23;26;16.22;4.0276819911981905;0
['01', '0', '101', '01'];4;1;3;2.0;4;4;2.0;1.4142135623730951;0
['0100101', '110111', '0', '1010', '1011', '011', '11001', '001'];8;1;7;4.12;14;19;24.88;4.987484335815001;0
['11', '1011', '0010', '01011', '0111', '1', '1010', '1', '1110011', '000'];10;1;7;3.5;14;21;30.5;5.522680508593631;0
['11', '00011', '011001', '1', '11110', '111'];6;1;6;3.67;7;15;19.33;4.396968652757639;0
['10', '0', '1110011', '100', '1', '101', '011011', '101010'];8;1;7;3.62;12;17;39.88;6.314665470157545;0
['1', '100000', '1100110', '0101', '11111', '011', '0101', '111100'];8;1;7;4.5;15;21;26.0;5.0990195135927845;0
['101', '000', '00011', '1011', '01011', '010'];6;3;5;3.83;12;11;4.83;2.1984843263788196;0
['01', '010', '00', '000000'];4;2;6;3.25;11;2;10.75;3.278719262151;0
['0', '011', '10', '00101', '110100', '001', '011011', '101'];8;1;6;3.62;14;15;23.88;4.886205071423016;0
['11', '00010', '10', '110', '00', '0'];6;1;5;2.5;9;6;9.5;3.082207001484488;0
['010001', '1', '10', '00000', '0001010', '000', '01110'];7;1;7;4.14;20;9;28.86;5.3718844791323335;0
['0011010', '10000', '000', '0', '00001', '1000'];6;1;7;4.17;19;6;20.83;4.564354645876384;0
['1000', '00010', '1', '1', '101', '00001', '101'];7;1;5;3.14;13;9;16.86;4.105745103771404;0
['0100', '1', '10', '11100', '00', '11010', '00011', '110111', '00001'];9;1;6;3.89;18;17;24.89;4.988876515698589;0
['0', '1010', '0111000', '10'];4;1;7;3.5;8;6;21.0;4.58257569495584;0
['01', '10', '11', '000101', '110110', '010', '01', '1111111', '10', '11'];10;2;7;3.4;12;22;38.4;6.196773353931867;0
['11', '00000', '111111', '1001', '11110', '1000', '00', '1011', '0011010'];9;2;7;4.33;18;21;22.0;4.69041575982343;0
['1010001', '01', '1011010', '1000', '110', '1', '1101001', '110', '011', '10'];10;1;7;3.9;18;21;46.9;6.848357467305573;0
['0110110', '0110', '1111111', '1', '000', '111', '0', '000001', '1'];9;1;7;3.67;14;19;50.0;7.0710678118654755;0
['010', '1', '001', '00', '111101'];5;1;6;3.0;7;8;14.0;3.7416573867739413;0
['0101', '101010', '0011', '111101', '10', '1110110', '110010', '0', '00', '0010001'];10;1;7;4.5;22;23;44.5;6.670832032063167;0
['1010', '000', '010100', '1', '11010', '01', '001', '00011', '11110'];9;1;6;3.78;18;16;21.56;4.642796092394706;0
['000001', '001010', '000', '100', '01011', '1', '001010', '0', '011', '00'];10;1;6;3.6;24;12;36.4;6.0332412515993425;0
['000001', '000000', '1001', '1111000', '11', '01110', '110', '0100011', '001111'];9;2;7;5.11;25;21;24.89;4.988876515698588;0
['0110000', '00', '00001', '00', '010', '1011010', '0011011', '1110011', '000001'];9;2;7;5.11;28;18;38.89;6.236095644623236;0
['001', '110', '011010', '01', '000', '000101', '1010100', '0101'];8;2;7;4.25;20;14;23.5;4.847679857416329;0
['00', '0', '0'];3;1;2;1.33;4;0;0.67;0.816496580927726;0
['10100', '1010000', '0', '100', '0', '1101', '1101101', '00100'];8;1;7;4.12;19;14;38.88;6.234981956669963;0
['0', '001010', '11', '0', '111', '0010', '00100', '1011'];8;1;6;3.25;14;12;23.5;4.847679857416329;0
['0110', '1', '00111', '11', '00', '000010'];6;1;6;3.33;11;9;19.33;4.39696865275764;0
['001001', '00', '10011', '0101011', '0', '1100', '0', '0', '11'];9;1;7;3.22;16;13;43.56;6.599663291074443;0
['001', '1111', '11', '1011001', '00', '1110', '001', '110'];8;2;7;3.5;11;17;18.0;4.242640687119285;0
['1', '0', '00011', '01', '1101100', '1', '1', '00', '1100', '00001'];10;1;7;2.9;16;13;42.9;6.549809157525126;0
['10', '00', '1010011', '11011', '111101', '1010', '110001', '1'];8;1;7;4.12;13;20;34.88;5.905505905508858;0
['11010', '011', '110001', '00101', '0001111', '000', '100100', '011110', '1', '1'];10;1;7;4.3;21;22;42.1;6.488451279003334;0
['01', '11', '0', '0111', '1', '0', '1000'];7;1;4;2.14;7;8;10.86;3.295017884191656;0
['10', '111', '1010', '00', '010000', '000110', '1110'];7;2;6;3.86;15;12;16.86;4.105745103771404;0
['010001', '0000', '0'];3;1;6;3.67;9;2;12.67;3.559026084010437;0
['010', '110110', '10', '1100', '1', '100', '1000000'];7;1;7;3.71;15;11;27.43;5.237229365663818;0
['1001111', '01100', '00', '0010000', '0'];5;1;7;4.4;14;8;31.2;5.585696017507576;0
['0110', '10101', '0101010', '110', '0011', '01', '0100110', '0010'];8;2;7;4.5;19;17;22.0;4.69041575982343;0
['1010000', '1011', '0', '01010', '0', '110', '010', '100000', '1'];9;1;7;3.44;19;12;40.22;6.342099196813483;0
['1', '0', '11', '0011', '00', '00100', '101000', '1'];8;1;6;2.75;13;9;27.5;5.244044240850758;0
['000', '101000', '100', '0000000', '0011', '010', '01010', '001', '00', '1'];10;1;7;3.7;27;10;30.1;5.486346689738081;0
['01001', '111', '10', '00', '1000', '0010100', '000', '11100', '1100', '101'];10;2;7;3.8;22;16;21.6;4.6475800154489;0
['00110', '000', '01', '11', '0'];5;1;5;2.6;8;5;9.2;3.0331501776206204;0
['1001', '0100', '0011', '1', '1000', '110110', '101010', '101100', '10000'];9;1;6;4.44;22;18;20.22;4.4969125210773475;0
['0110', '010', '00', '0100101', '1001011', '0101', '1010', '1111'];8;2;7;4.38;17;18;21.88;4.677071733467427;0
['0011010', '1000101', '00011', '1101', '0', '1110', '1'];7;1;7;4.14;14;15;36.86;6.071008388821651;0
['100100', '110', '0', '1100', '1', '10'];6;1;6;2.83;9;8;18.83;4.339738855430513;0
['00000', '0000011', '10100', '0101', '0011110', '1101', '101101', '101'];8;3;7;5.12;22;19;14.88;3.856812155135378;0
['0001101', '0001', '110', '0', '11000', '001', '000', '0001000', '0000', '11010'];10;1;7;4.2;29;13;31.6;5.621387729022079;0
['0100', '110010', '11', '100001', '00', '110010', '0100101', '000010', '010', '1'];10;1;7;4.3;26;17;42.1;6.488451279003334;0
['00101', '101', '0011', '0000010', '1', '11'];6;1;7;3.67;12;10;23.33;4.83045891539648;0
['1', '001', '0010111', '00', '0', '11011'];6;1;7;3.17;9;10;28.83;5.369667897862337;0
['1', '0111', '10000', '10000', '110000', '010', '01110', '01'];8;1;6;3.88;18;13;20.88;4.568916720624267;0
['11', '110100', '0011011', '1100', '1111', '1100000', '011', '011'];8;2;7;4.5;15;21;26.0;5.0990195135927845;0
['10', '1111111', '10110', '10000', '000', '001', '101', '011000', '0101001'];9;2;7;4.56;21;20;28.22;5.312459150169743;0
['1', '0', '01', '010110', '110001'];5;1;6;3.2;8;8;26.8;5.176871642217914;0
['000111', '011', '0', '00', '1010', '111'];6;1;6;3.17;9;10;14.83;3.851406669430448;0
['111', '01100', '00', '111', '11010', '101', '01', '01110', '100'];9;2;5;3.44;13;18;12.22;3.496029493900505;0
['00', '0010', '111', '01', '01', '110', '0', '10', '0', '0100111'];10;1;7;2.7;14;13;28.1;5.300943312279429;0
['101001', '0000011', '1110', '01111', '0101101', '1111', '011011', '00', '0', '101'];10;1;7;4.5;19;26;38.5;6.2048368229954285;0
['10', '101100', '000', '10', '01', '11100', '1100', '1011001', '111', '01100'];10;2;7;3.9;19;20;28.9;5.375872022286245;0
['00110', '000', '00', '100100'];4;2;6;4.0;12;4;10.0;3.1622776601683795;0
['1', '00101', '110', '000110', '1110', '011000', '0100', '00', '100', '1'];10;1;6;3.5;20;15;30.5;5.522680508593631;0
['1', '11', '1000011', '10', '100001', '101111'];6;1;7;4.0;10;14;34.0;5.830951894845301;0
['111011', '11001', '0', '00', '1'];5;1;6;3.0;6;9;22.0;4.69041575982343;0
['01', '000100', '0001110', '100', '010', '0010', '00'];7;2;7;3.86;19;8;22.86;4.780914437337574;0
['010', '1100000', '0110', '11', '000', '1100', '0', '101100', '0', '110011'];10;1;7;3.7;21;16;40.1;6.332456079595025;0
['011101', '0001', '1110101', '001', '0010', '1101111'];6;3;7;5.17;13;18;14.83;3.8514066694304474;0
['01', '1', '0', '100', '0010', '0000010', '0111110', '1'];8;1;7;3.25;15;11;45.5;6.745368781616021;0
['101', '0', '0110', '000010', '0011'];5;1;6;3.6;11;7;13.2;3.6331804249169903;0
['011111', '110', '11001', '000', '0'];5;1;6;3.6;8;10;15.2;3.8987177379235853;0
['01010', '101', '01', '01101', '110', '1', '010'];7;1;5;3.14;10;12;12.86;3.585685828003181;0
['0', '0101', '011', '00'];4;1;4;2.5;6;4;5.0;2.23606797749979;0
['0000', '00000', '01000', '11110', '01100', '100011', '0'];7;1;6;4.43;21;10;15.71;3.9641248358604595;0
['101', '0000', '100111', '10110', '1', '111'];6;1;6;3.67;9;13;15.33;3.9157800414902435;0
['1001', '0000001', '000', '0101', '0', '1', '11', '1011100'];8;1;7;3.62;17;12;39.88;6.314665470157545;0
['0001', '01101', '1010', '0011', '100111', '0', '01', '100', '10001', '1011000'];10;1;7;4.1;22;19;28.9;5.375872022286245;0
['1000', '0', '1000011', '1110', '01', '11', '1', '00'];8;1;7;2.88;12;11;28.88;5.373546315051169;0
['11', '111001', '001', '1', '000111'];5;1;6;3.6;7;11;21.2;4.604345773288536;0
['01100', '0001', '0000111', '1100', '00', '001011', '001', '10010'];8;2;7;4.5;22;14;18.0;4.242640687119285;0
['1', '10', '1', '101', '11011', '1111111'];6;1;7;3.17;3;16;28.83;5.369667897862338;0
['11110', '1', '1000', '11', '101010', '011100', '0010010', '011100'];8;1;7;4.62;18;19;31.88;5.645794895318107;0
['01', '0011', '100', '00010', '0011110', '01', '11', '00'];8;2;7;3.38;15;12;23.88;4.886205071423016;0
['10', '0001', '0', '00', '101101', '0001001', '0', '11', '0101'];9;1;7;3.22;17;12;37.56;6.128258770283412;0
['100001', '1001', '01001', '0110000', '11', '1', '1111', '00011', '010'];9;1;7;4.11;19;18;28.89;5.374838498865699;0
['1', '111010', '1111101', '111', '01110'];5;1;7;4.4;5;17;23.2;4.8166378315169185;0
['0000000', '00', '001001', '01', '0010', '010'];6;2;7;4.0;19;5;22.0;4.69041575982343;0
['110111', '110', '1', '0', '101', '1', '0001110', '101', '11101'];9;1;7;3.33;10;20;40.0;6.324555320336759;0
['100001', '1', '10', '1011', '110', '010'];6;1;6;3.17;9;10;14.83;3.851406669430448;0
['1', '10', '0000000', '0', '0', '0', '01101'];7;1;7;2.57;13;5;35.71;5.976143046671968;0
['1', '00100', '0', '0100', '100', '0101011', '11011', '11111', '011'];9;1;7;3.78;15;19;31.56;5.617433182117572;0
['10', '0', '1111101', '01011', '0011', '0001'];6;1;7;3.83;10;13;22.83;4.7784237289438165;0
['1010000', '11011', '1100110', '10', '0011101', '000', '11100', '101000', '0'];9;1;7;4.78;23;20;41.56;6.446359868604572;0
['10', '1', '100', '1111', '01000'];5;1;5;3.0;7;8;10.0;3.1622776601683795;0
['0', '0100', '101110', '111001', '01101', '11010', '11010', '010000', '001101'];9;1;6;4.89;22;22;20.89;4.570436400267362;0
['000', '000011', '10', '0010', '00'];5;2;6;3.4;13;4;11.2;3.3466401061363023;0
['010', '00001', '0011111', '01', '1111', '0000', '000100', '0', '11100'];9;1;7;4.11;21;16;28.89;5.374838498865699;0
['11111', '0', '0100100', '10', '01001', '111', '1', '00111', '0110011'];9;1;7;4.0;15;21;44.0;6.6332495807108;0
['00', '0001011', '001000', '101111', '1', '1111'];6;1;7;4.33;12;14;29.33;5.41602560309064;0
['0', '11', '00101', '00', '00', '11', '0000111', '001', '0011', '111001'];10;1;7;3.4;18;16;36.4;6.0332412515993425;0
['100', '00', '1', '0001', '10101', '011000', '1000', '01'];8;1;6;3.38;17;10;19.88;4.458138625031752;0
['0', '010110', '11011', '1011110', '11', '1', '0'];7;1;7;3.29;8;15;41.43;6.436503043467892;0
['000000', '0000111', '1', '1100000', '11', '0001010'];6;1;7;5.0;20;10;38.0;6.164414002968976;0
['010100', '0011111', '010101', '00010', '1', '01'];6;1;7;4.5;14;13;29.5;5.431390245600108;0
